ticker,name,market,missing_component_count,blocker_reason,blocker_category,source_group,single_blocker_ticker,recovery_status,audit_note
010130,고려아연,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
011210,현대위아,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
012450,한화에어로스페이스,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
014830,유니드,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
018260,삼성에스디에스,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=EMPTY_AS_ZERO, da_status=NO_EXACT_CANDIDATE"
021240,코웨이,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
022100,포스코DX,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
028050,삼성E&A,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
034020,두산에너빌리티,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
034230,파라다이스,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
039130,하나투어,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
047050,포스코인터내셔널,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
047400,유니온머티리얼,KOSPI,1,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,POLICY_SEMANTIC_BLOCKER,V880_SCORING_CONTRACT,TRUE,POLICY_SEMANTIC_DEFER,전년도 연간 영업이익 분모가 비양수이며 승인 계약상 의미 blocker
047810,한국항공우주,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
066570,LG전자,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,ACTIONABLE_SINGLE_BLOCKER_REAUDIT,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
071840,롯데하이마트,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,ACTIONABLE_SINGLE_BLOCKER_REAUDIT,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
073240,금호타이어,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
079160,CJ CGV,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
079550,LIG디펜스앤에어로스페이스,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
082740,한화엔진,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
086280,현대글로비스,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,ACTIONABLE_SINGLE_BLOCKER_REAUDIT,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
089590,제주항공,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
090370,메타랩스,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
095570,AJ네트웍스,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
097950,CJ제일제당,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
105630,한세실업,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
112610,씨에스윈드,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
128820,대성산업,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
185750,종근당,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
214320,이노션,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
227840,현대코퍼레이션홀딩스,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
267270,HD건설기계,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=EMPTY_AS_ZERO, da_status=NO_EXACT_CANDIDATE"
365550,ESR켄달스퀘어리츠,KOSPI,1,최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,SOURCE_DATA_GAP,INVESTMENT_SCORE_SOURCE_CACHE,TRUE,ACTIONABLE_SINGLE_BLOCKER_REAUDIT,연간/분기 재무 raw source 보강 필요
373220,LG에너지솔루션,KOSPI,1,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,TRUE,EXHAUSTED_APPROVED_OFFICIAL_DA_PATHS,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
000720,현대건설,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
000720,현대건설,KOSPI,2,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,POLICY_SEMANTIC_BLOCKER,V880_SCORING_CONTRACT,FALSE,POLICY_SEMANTIC_DEFER,전년도 연간 영업이익 분모가 비양수이며 승인 계약상 의미 blocker
000860,강남제비스코,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
000860,강남제비스코,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
002700,신일전자,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
002700,신일전자,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
003220,대원제약,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
003220,대원제약,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
004000,롯데정밀화학,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
004000,롯데정밀화학,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
004090,한국석유,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
004090,한국석유,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
006880,신송홀딩스,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
006880,신송홀딩스,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
007310,오뚜기,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
007310,오뚜기,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
010660,화천기계,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=EMPTY_AS_ZERO, da_status=NO_EXACT_CANDIDATE"
010660,화천기계,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
011280,태림포장,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
011280,태림포장,KOSPI,2,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,POLICY_SEMANTIC_BLOCKER,V880_SCORING_CONTRACT,FALSE,POLICY_SEMANTIC_DEFER,전년도 연간 영업이익 분모가 비양수이며 승인 계약상 의미 blocker
012330,현대모비스,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
012330,현대모비스,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
015360,INVENI,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
015360,INVENI,KOSPI,2,과열·급락 위험:MISSING_RISK_INPUT,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,MULTI_BLOCKER_SOURCE_LANE,가격·스윙·ATR·거래활동 metric 보강 필요
016800,퍼시스,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
016800,퍼시스,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
030000,제일기획,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=EMPTY_AS_ZERO, da_status=NO_EXACT_CANDIDATE"
030000,제일기획,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
030210,다올투자증권,KOSPI,2,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,MULTI_BLOCKER_SOURCE_LANE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
030210,다올투자증권,KOSPI,2,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,POLICY_SEMANTIC_BLOCKER,V880_SCORING_CONTRACT,FALSE,POLICY_SEMANTIC_DEFER,전년도 연간 영업이익 분모가 비양수이며 승인 계약상 의미 blocker
030720,동원수산,KOSPI,2,과열·급락 위험:MISSING_RISK_INPUT,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,MULTI_BLOCKER_SOURCE_LANE,가격·스윙·ATR·거래활동 metric 보강 필요
030720,동원수산,KOSPI,2,기간 저가·고가 대비 현재위치:MISSING_POSITION,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,MULTI_BLOCKER_SOURCE_LANE,가격·스윙·ATR·거래활동 metric 보강 필요
051910,LG화학,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
051910,LG화학,KOSPI,2,PER:MISSING_PER,SOURCE_DATA_GAP,FINANCIAL_VALUATION_CACHE,FALSE,MULTI_BLOCKER_SOURCE_LANE,밸류에이션 또는 관련 이익·ROE 입력 보강 필요
096770,SK이노베이션,KOSPI,2,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,MULTI_BLOCKER_SOURCE_LANE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
